,close,volume
0,170.3721923828125,222353500
1,170.6603240966797,110845800
2,168.50758361816406,152112600
3,164.4647979736328,213436100
4,162.65957641601562,209817200
5,162.82058715820312,187941300
6,164.13430786132812,172330500
7,160.0406951904297,221168900
8,162.6680145263672,240795600
9,159.17620849609375,324846400
10,159.38807678222656,195244400
11,157.34555053710938,286547800
12,158.22695922851562,195772900
13,161.4730224609375,168319600
14,159.03208923339844,130371700
15,161.20175170898438,141036800
16,159.44740295410156,185681700
17,160.27798461914062,143798800
18,164.1851348876953,210529300
19,164.1257781982422,136061600
20,161.16786193847656,182564900
21,162.1340789794922,205054900
22,162.38839721679688,139531800
23,159.29483032226562,180788300
24,157.15057373046875,191526700
25,157.1590576171875,184513100
26,157.02340698242188,148214100
27,154.98086547851562,219058900
28,158.17608642578125,127632400
29,160.8458251953125,120250700
30,163.4732208251953,136009500
31,162.8036346435547,102343000
32,162.7274169921875,114793000
33,165.0835723876953,103640300
34,162.9985809326172,111455300
35,163.7444305419922,150812200
36,165.72764587402344,110728300
37,165.3462677001953,129833700
38,164.049560546875,125918100
39,167.90579223632812,141799700
40,168.66014099121094,102415000
41,169.32125854492188,95172200
42,169.8721160888672,129293600
43,170.0077362060547,100219000
44,168.15159606933594,123974900
45,168.98220825195312,94801200
46,169.1177978515625,156838700
47,171.8468780517578,137964500
48,171.62652587890625,73612000
49,171.3468475341797,93169100
50,172.33847045898438,129303200
51,173.43174743652344,134278500
52,174.11328125,138372400
53,174.36038208007812,72926700
54,174.2666473388672,97471900
55,173.11660766601562,81052500
56,173.0399169921875,84360900
57,173.14212036132812,62408200
58,174.74375915527344,92922900
59,175.5104217529297,86365300
60,175.0845184326172,94584100
61,176.2771453857422,114423500
62,175.70639038085938,63497000
63,173.95147705078125,99662200
64,175.85118103027344,91839800
65,173.74697875976562,113859000
66,174.2155303955078,95040600
67,173.8065643310547,83757500
68,175.4252471923828,115350600
69,177.19720458984375,96336400
70,177.2057647705078,65212900
71,177.0098114013672,75761600
72,178.25357055664062,82531000
73,178.8158721923828,88316100
74,178.9862060546875,81100300
75,178.02359008789062,85695000
76,178.02359008789062,99251700
77,177.71693420410156,66166500
78,177.98097229003906,75864200
79,178.34732055664062,77329400
80,176.7286376953125,97216200
81,175.77450561523438,142424100
82,177.17169189453125,62188000
83,175.62969970703125,106422100
84,174.6499786376953,92243800
85,174.615966796875,67619200
86,175.25485229492188,89315000
87,175.39967346191406,74374900
88,177.5806121826172,77472200
89,175.91932678222656,81727000
90,175.97047424316406,89586300
91,174.43701171875,96474600
92,176.15786743164062,77486800
93,174.5137481689453,114924900
94,174.56480407714844,120062100
95,173.95997619628906,115430500
96,175.05892944335938,104990400
97,174.82040405273438,58682600
98,177.08648681640625,93537800
99,178.2877197265625,76621400
100,178.3387451171875,55280700
101,179.1055145263672,64211200
102,178.76470947265625,109879400
103,179.1310577392578,69936200
104,179.67630004882812,63044700
105,179.1396026611328,101757100
106,180.05111694335938,64887000
107,180.33230590820312,60974800
108,180.9200439453125,66170900
109,180.6729431152344,73786900
110,178.960693359375,113829200
111,177.5806121826172,117751200
112,177.23126220703125,125059300
113,176.9842529296875,109124500
114,177.512451171875,149533100
115,176.851318359375,117055700
116,177.99024963378906,82789600
117,178.49551391601562,72461700
118,178.20436096191406,95560500
119,180.52503967285156,102731400
120,174.0425262451172,333444400
121,170.92544555664062,230775800
122,174.0082550048828,159382400
123,176.97119140625,137328600
124,179.38609313964844,165021900
125,179.7628936767578,106055300
126,178.46978759765625,109803700
127,179.54026794433594,96021500
128,179.42889404296875,85593800
129,182.1006774902344,133971000
130,182.74298095703125,73633900
131,184.07028198242188,101275600
132,184.0446319580078,87324100
133,185.07225036621097,91230900
134,184.82391357421875,107155400
135,185.32052612304688,58725900
136,185.13217163085935,54345700
137,185.90284729003903,58159500
138,185.20066833496097,67777300
139,186.0313262939453,62787500
140,185.52606201171875,55873100
141,185.61167907714844,70080500
142,185.41473388671875,84083900
143,185.6288299560547,65035700
144,185.92849731445312,79519400
145,185.7744140625,73311400
146,184.58412170410156,92295500
147,185.12359619140625,53993600
148,185.32052612304688,46585500
149,186.83624267578125,71892200
150,186.72496032714844,39906500
151,186.83624267578125,51251700
152,186.3738250732422,57941100
153,187.23876953125,72504300
154,187.0759735107422,61313500
155,187.6154937744141,49813500
156,186.6478576660156,53213600
157,186.9989471435547,75134300
158,187.41856384277344,52989300
159,187.14447021484375,75443000
160,187.13601684570312,61368800
161,187.5127716064453,53399200
162,186.55368041992188,71728900
163,186.42523193359375,69224800
164,186.07411193847656,122506300
165,186.99038696289065,70502200
166,186.68212890625,58114500
167,186.15122985839844,85269500
168,186.1597595214844,97844200
169,186.9989471435547,79293900
170,187.5641632080078,56702100
171,187.5469970703125,76554900
172,187.1188507080078,74102900
173,182.64019775390625,221589100
174,185.26060485839844,168110900
175,182.59735107421875,182828800
176,182.52886962890625,134185500
177,184.35287475585935,134427900
178,183.64027404785156,155236400
179,183.6746368408203,80250500
180,183.68324279785156,69665300
181,185.74887084960935,110284400
182,186.91940307617188,76678700
183,185.89520263671875,73630900
184,184.3890380859375,89827300
185,185.53369140625,78494800
186,186.45458984375,87411000
187,184.76768493652344,128070600
188,186.16195678710935,117202900
189,185.7144470214844,83512100
190,184.76768493652344,119948100
